eventID,occurrenceID,measurementType,measurementValue,measurementValueID,measurementUnit,measurementUnitID,measurementTypeID,measurementID
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-1,Particulate Organic Carbon per cell,292.15,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-2-FC-25-1-2
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-1,Biomass as carbon per unit volume,2.35,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-2-FC-25-1-3
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-1,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-2-FC-25-1-4
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-1,NA,OraPicoProk,http://vocab.nerc.ac.uk/collection/F02/current/F0200003/,NA,NA,NA,IYS2022-Shimada-4-2-FC-25-1-5
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-2,Abundance of cells per milliliter,3947,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-2-FC-25-2-1
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-2,Particulate Organic Carbon per cell,1395.08,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-2-FC-25-2-2
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-2,Biomass as carbon per unit volume,5.51,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-2-FC-25-2-3
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-2,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-2-FC-25-2-4
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-2,NA,RedPico,http://vocab.nerc.ac.uk/collection/F02/current/F0200004/,NA,NA,NA,IYS2022-Shimada-4-2-FC-25-2-5
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-3,Abundance of cells per milliliter,234,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-2-FC-25-3-1
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-3,Particulate Organic Carbon per cell,19184.51,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-2-FC-25-3-2
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-3,Biomass as carbon per unit volume,4.49,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-2-FC-25-3-3
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-3,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-2-FC-25-3-4
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-3,NA,RedRedNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200005/,NA,NA,NA,IYS2022-Shimada-4-2-FC-25-3-5
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-4,Abundance of cells per milliliter,10,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-2-FC-25-4-1
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-4,Particulate Organic Carbon per cell,24339.79,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-2-FC-25-4-2
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-4,Biomass as carbon per unit volume,NA,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-2-FC-25-4-3
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-4,Biomass as carbon per unit volume,0.23,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-2-FC-25-4-4
IYS2022-Shimada-4-2-FC-25,IYS2022-Shimada-4-2-FC-25-4,NA,OraNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200006/,NA,NA,NA,IYS2022-Shimada-4-2-FC-25-4-5
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-1,Abundance of cells per milliliter,11282,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-2-FC-50-1-1
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-1,Particulate Organic Carbon per cell,242.58,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-2-FC-50-1-2
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-1,Biomass as carbon per unit volume,2.74,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-2-FC-50-1-3
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-1,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-2-FC-50-1-4
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-1,NA,OraPicoProk,http://vocab.nerc.ac.uk/collection/F02/current/F0200003/,NA,NA,NA,IYS2022-Shimada-4-2-FC-50-1-5
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-2,Abundance of cells per milliliter,547,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-2-FC-50-2-1
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-2,Particulate Organic Carbon per cell,1252.56,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-2-FC-50-2-2
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-2,Biomass as carbon per unit volume,0.68,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-2-FC-50-2-3
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-2,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-2-FC-50-2-4
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-2,NA,RedPico,http://vocab.nerc.ac.uk/collection/F02/current/F0200004/,NA,NA,NA,IYS2022-Shimada-4-2-FC-50-2-5
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-3,Abundance of cells per milliliter,223,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-2-FC-50-3-1
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-3,Particulate Organic Carbon per cell,19283.65,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-2-FC-50-3-2
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-3,Biomass as carbon per unit volume,4.31,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-2-FC-50-3-3
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-3,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-2-FC-50-3-4
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-3,NA,RedRedNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200005/,NA,NA,NA,IYS2022-Shimada-4-2-FC-50-3-5
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-4,Abundance of cells per milliliter,24,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-2-FC-50-4-1
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-4,Particulate Organic Carbon per cell,26068.55,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-2-FC-50-4-2
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-4,Biomass as carbon per unit volume,NA,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-2-FC-50-4-3
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-4,Biomass as carbon per unit volume,0.63,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-2-FC-50-4-4
IYS2022-Shimada-4-2-FC-50,IYS2022-Shimada-4-2-FC-50-4,NA,OraNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200006/,NA,NA,NA,IYS2022-Shimada-4-2-FC-50-4-5
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-1,Abundance of cells per milliliter,10428,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-10-FC-5-1-1
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-1,Particulate Organic Carbon per cell,304.54,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-10-FC-5-1-2
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-1,Biomass as carbon per unit volume,3.18,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-10-FC-5-1-3
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-1,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-10-FC-5-1-4
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-1,NA,OraPicoProk,http://vocab.nerc.ac.uk/collection/F02/current/F0200003/,NA,NA,NA,IYS2022-Shimada-4-10-FC-5-1-5
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-2,Abundance of cells per milliliter,8983,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-10-FC-5-2-1
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-2,Particulate Organic Carbon per cell,1661.52,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-10-FC-5-2-2
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-2,Biomass as carbon per unit volume,14.93,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-10-FC-5-2-3
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-2,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-10-FC-5-2-4
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-2,NA,RedPico,http://vocab.nerc.ac.uk/collection/F02/current/F0200004/,NA,NA,NA,IYS2022-Shimada-4-10-FC-5-2-5
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-3,Abundance of cells per milliliter,329,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-10-FC-5-3-1
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-3,Particulate Organic Carbon per cell,20727.38,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-10-FC-5-3-2
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-3,Biomass as carbon per unit volume,6.83,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-10-FC-5-3-3
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-3,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-10-FC-5-3-4
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-3,NA,RedRedNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200005/,NA,NA,NA,IYS2022-Shimada-4-10-FC-5-3-5
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-4,Abundance of cells per milliliter,47,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-10-FC-5-4-1
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-4,Particulate Organic Carbon per cell,24017.59,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-10-FC-5-4-2
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-4,Biomass as carbon per unit volume,NA,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-10-FC-5-4-3
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-4,Biomass as carbon per unit volume,1.1200000000000001,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-10-FC-5-4-4
IYS2022-Shimada-4-10-FC-5,IYS2022-Shimada-4-10-FC-5-4,NA,OraNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200006/,NA,NA,NA,IYS2022-Shimada-4-10-FC-5-4-5
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-1,Abundance of cells per milliliter,8331,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-10-FC-25-1-1
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-1,Particulate Organic Carbon per cell,285.95,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-10-FC-25-1-2
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-1,Biomass as carbon per unit volume,2.38,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-10-FC-25-1-3
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-1,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-10-FC-25-1-4
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-1,NA,OraPicoProk,http://vocab.nerc.ac.uk/collection/F02/current/F0200003/,NA,NA,NA,IYS2022-Shimada-4-10-FC-25-1-5
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-2,Abundance of cells per milliliter,5016,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-10-FC-25-2-1
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-2,Particulate Organic Carbon per cell,1574.77,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-10-FC-25-2-2
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-2,Biomass as carbon per unit volume,7.9,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-10-FC-25-2-3
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-2,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-10-FC-25-2-4
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-2,NA,RedPico,http://vocab.nerc.ac.uk/collection/F02/current/F0200004/,NA,NA,NA,IYS2022-Shimada-4-10-FC-25-2-5
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-3,Abundance of cells per milliliter,177,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-10-FC-25-3-1
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-3,Particulate Organic Carbon per cell,22648.22,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-10-FC-25-3-2
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-3,Biomass as carbon per unit volume,4.02,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-10-FC-25-3-3
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-3,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-10-FC-25-3-4
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-3,NA,RedRedNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200005/,NA,NA,NA,IYS2022-Shimada-4-10-FC-25-3-5
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-4,Abundance of cells per milliliter,24,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-10-FC-25-4-1
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-4,Particulate Organic Carbon per cell,25318.799999999999,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-10-FC-25-4-2
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-4,Biomass as carbon per unit volume,NA,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-10-FC-25-4-3
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-4,Biomass as carbon per unit volume,0.6,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-10-FC-25-4-4
IYS2022-Shimada-4-10-FC-25,IYS2022-Shimada-4-10-FC-25-4,NA,OraNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200006/,NA,NA,NA,IYS2022-Shimada-4-10-FC-25-4-5
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-1,Abundance of cells per milliliter,8029,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-10-FC-50-1-1
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-1,Particulate Organic Carbon per cell,267.36,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-10-FC-50-1-2
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-1,Biomass as carbon per unit volume,2.15,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-10-FC-50-1-3
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-1,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-10-FC-50-1-4
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-1,NA,OraPicoProk,http://vocab.nerc.ac.uk/collection/F02/current/F0200003/,NA,NA,NA,IYS2022-Shimada-4-10-FC-50-1-5
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-2,Abundance of cells per milliliter,5164,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-10-FC-50-2-1
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-2,Particulate Organic Carbon per cell,1457.04,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-10-FC-50-2-2
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-2,Biomass as carbon per unit volume,7.52,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-10-FC-50-2-3
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-2,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-10-FC-50-2-4
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-2,NA,RedPico,http://vocab.nerc.ac.uk/collection/F02/current/F0200004/,NA,NA,NA,IYS2022-Shimada-4-10-FC-50-2-5
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-3,Abundance of cells per milliliter,82,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-10-FC-50-3-1
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-3,Particulate Organic Carbon per cell,16842.33,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-10-FC-50-3-2
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-3,Biomass as carbon per unit volume,1.39,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-10-FC-50-3-3
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-3,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-10-FC-50-3-4
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-3,NA,RedRedNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200005/,NA,NA,NA,IYS2022-Shimada-4-10-FC-50-3-5
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-4,Abundance of cells per milliliter,73,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-10-FC-50-4-1
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-4,Particulate Organic Carbon per cell,18899.48,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-10-FC-50-4-2
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-4,Biomass as carbon per unit volume,NA,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-10-FC-50-4-3
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-4,Biomass as carbon per unit volume,1.38,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-10-FC-50-4-4
IYS2022-Shimada-4-10-FC-50,IYS2022-Shimada-4-10-FC-50-4,NA,OraNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200006/,NA,NA,NA,IYS2022-Shimada-4-10-FC-50-4-5
IYS2022-Shimada-4-11-FC-5,IYS2022-Shimada-4-11-FC-5-1,Abundance of cells per milliliter,6921,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-11-FC-5-1-1
IYS2022-Shimada-4-11-FC-5,IYS2022-Shimada-4-11-FC-5-1,Particulate Organic Carbon per cell,298.34,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-11-FC-5-1-2
IYS2022-Shimada-4-11-FC-5,IYS2022-Shimada-4-11-FC-5-1,Biomass as carbon per unit volume,2.06,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Shimada-4-11-FC-5-1-3
IYS2022-Shimada-4-11-FC-5,IYS2022-Shimada-4-11-FC-5-1,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Shimada-4-11-FC-5-1-4
IYS2022-Shimada-4-11-FC-5,IYS2022-Shimada-4-11-FC-5-1,NA,OraPicoProk,http://vocab.nerc.ac.uk/collection/F02/current/F0200003/,NA,NA,NA,IYS2022-Shimada-4-11-FC-5-1-5
IYS2022-Shimada-4-11-FC-5,IYS2022-Shimada-4-11-FC-5-2,Abundance of cells per milliliter,5910,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Shimada-4-11-FC-5-2-1
IYS2022-Shimada-4-11-FC-5,IYS2022-Shimada-4-11-FC-5-2,Particulate Organic Carbon per cell,1940.35,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Shimada-4-11-FC-5-2-2
