eventID,occurrenceID,measurementType,measurementValue,measurementValueID,measurementUnit,measurementUnitID,measurementTypeID,measurementID
IYS2022-Franklin-5-50-138-FC-5-160A,IYS2022-Franklin-5-50-138-FC-5-160A-2,Particulate Organic Carbon per cell,1333.115,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-50-138-FC-5-160A-2-2
IYS2022-Franklin-5-50-138-FC-5-160A,IYS2022-Franklin-5-50-138-FC-5-160A-2,Biomass as carbon per unit volume,8.63786242680723,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-50-138-FC-5-160A-2-3
IYS2022-Franklin-5-50-138-FC-5-160A,IYS2022-Franklin-5-50-138-FC-5-160A-2,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-50-138-FC-5-160A-2-4
IYS2022-Franklin-5-50-138-FC-5-160A,IYS2022-Franklin-5-50-138-FC-5-160A-2,NA,RedPico,http://vocab.nerc.ac.uk/collection/F02/current/F0200004/,NA,NA,NA,IYS2022-Franklin-5-50-138-FC-5-160A-2-5
IYS2022-Franklin-5-50-138-FC-5-160A,IYS2022-Franklin-5-50-138-FC-5-160A-3,Abundance of cells per milliliter,206.024096385542,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-50-138-FC-5-160A-3-1
IYS2022-Franklin-5-50-138-FC-5-160A,IYS2022-Franklin-5-50-138-FC-5-160A-3,Particulate Organic Carbon per cell,18292.25125,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-50-138-FC-5-160A-3-2
IYS2022-Franklin-5-50-138-FC-5-160A,IYS2022-Franklin-5-50-138-FC-5-160A-3,Biomass as carbon per unit volume,3.76864453463856,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-50-138-FC-5-160A-3-3
IYS2022-Franklin-5-50-138-FC-5-160A,IYS2022-Franklin-5-50-138-FC-5-160A-3,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-50-138-FC-5-160A-3-4
IYS2022-Franklin-5-50-138-FC-5-160A,IYS2022-Franklin-5-50-138-FC-5-160A-3,NA,RedRedNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200005/,NA,NA,NA,IYS2022-Franklin-5-50-138-FC-5-160A-3-5
IYS2022-Franklin-5-50-138-FC-5-160A,IYS2022-Franklin-5-50-138-FC-5-160A-4,Abundance of cells per milliliter,37.0843373493976,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-50-138-FC-5-160A-4-1
IYS2022-Franklin-5-50-138-FC-5-160A,IYS2022-Franklin-5-50-138-FC-5-160A-4,Particulate Organic Carbon per cell,32834.85,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-50-138-FC-5-160A-4-2
IYS2022-Franklin-5-50-138-FC-5-160A,IYS2022-Franklin-5-50-138-FC-5-160A-4,Biomass as carbon per unit volume,NA,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-50-138-FC-5-160A-4-3
IYS2022-Franklin-5-50-138-FC-5-160A,IYS2022-Franklin-5-50-138-FC-5-160A-4,Biomass as carbon per unit volume,1.21765865421687,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-50-138-FC-5-160A-4-4
IYS2022-Franklin-5-50-138-FC-5-160A,IYS2022-Franklin-5-50-138-FC-5-160A-4,NA,OraNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200006/,NA,NA,NA,IYS2022-Franklin-5-50-138-FC-5-160A-4-5
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-1,Abundance of cells per milliliter,14384.061452514,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-50-138-FC-5-160B-1-1
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-1,Particulate Organic Carbon per cell,236.37875,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-50-138-FC-5-160B-1-2
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-1,Biomass as carbon per unit volume,3.40008646606843,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-50-138-FC-5-160B-1-3
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-1,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-50-138-FC-5-160B-1-4
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-1,NA,OraPicoProk,http://vocab.nerc.ac.uk/collection/F02/current/F0200003/,NA,NA,NA,IYS2022-Franklin-5-50-138-FC-5-160B-1-5
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-2,Abundance of cells per milliliter,5980.54189944134,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-50-138-FC-5-160B-2-1
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-2,Particulate Organic Carbon per cell,1370.2925,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-50-138-FC-5-160B-2-2
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-2,Biomass as carbon per unit volume,8.19509171074022,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-50-138-FC-5-160B-2-3
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-2,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-50-138-FC-5-160B-2-4
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-2,NA,RedPico,http://vocab.nerc.ac.uk/collection/F02/current/F0200004/,NA,NA,NA,IYS2022-Franklin-5-50-138-FC-5-160B-2-5
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-3,Abundance of cells per milliliter,238.508379888268,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-50-138-FC-5-160B-3-1
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-3,Particulate Organic Carbon per cell,18540.10125,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-50-138-FC-5-160B-3-2
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-3,Biomass as carbon per unit volume,4.42196951210195,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-50-138-FC-5-160B-3-3
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-3,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-50-138-FC-5-160B-3-4
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-3,NA,RedRedNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200005/,NA,NA,NA,IYS2022-Franklin-5-50-138-FC-5-160B-3-5
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-4,Abundance of cells per milliliter,28.9776536312849,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-50-138-FC-5-160B-4-1
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-4,Particulate Organic Carbon per cell,27369.7575,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-50-138-FC-5-160B-4-2
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-4,Biomass as carbon per unit volume,NA,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-50-138-FC-5-160B-4-3
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-4,Biomass as carbon per unit volume,0.793111352807262,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-50-138-FC-5-160B-4-4
IYS2022-Franklin-5-50-138-FC-5-160B,IYS2022-Franklin-5-50-138-FC-5-160B-4,NA,OraNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200006/,NA,NA,NA,IYS2022-Franklin-5-50-138-FC-5-160B-4-5
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-1,Abundance of cells per milliliter,14107.2660952034,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-50-141-FC-5-180A-1-1
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-1,Particulate Organic Carbon per cell,186.80875,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-50-141-FC-5-180A-1-2
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-1,Biomass as carbon per unit volume,2.63536074516232,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-50-141-FC-5-180A-1-3
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-1,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-50-141-FC-5-180A-1-4
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-1,NA,OraPicoProk,http://vocab.nerc.ac.uk/collection/F02/current/F0200003/,NA,NA,NA,IYS2022-Franklin-5-50-141-FC-5-180A-1-5
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-2,Abundance of cells per milliliter,6499.55936531096,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-50-141-FC-5-180A-2-1
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-2,Particulate Organic Carbon per cell,1289.74125,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-50-141-FC-5-180A-2-2
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-2,Biomass as carbon per unit volume,8.38274982026537,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-50-141-FC-5-180A-2-3
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-2,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-50-141-FC-5-180A-2-4
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-2,NA,RedPico,http://vocab.nerc.ac.uk/collection/F02/current/F0200004/,NA,NA,NA,IYS2022-Franklin-5-50-141-FC-5-180A-2-5
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-3,Abundance of cells per milliliter,298.64964435528,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-50-141-FC-5-180A-3-1
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-3,Particulate Organic Carbon per cell,18211.7,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-50-141-FC-5-180A-3-2
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-3,Biomass as carbon per unit volume,5.43891772810505,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-50-141-FC-5-180A-3-3
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-3,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-50-141-FC-5-180A-3-4
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-3,NA,RedRedNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200005/,NA,NA,NA,IYS2022-Franklin-5-50-141-FC-5-180A-3-5
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-4,Abundance of cells per milliliter,45.1904067116542,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-50-141-FC-5-180A-4-1
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-4,Particulate Organic Carbon per cell,29086.11875,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-50-141-FC-5-180A-4-2
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-4,Biomass as carbon per unit volume,NA,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-50-141-FC-5-180A-4-3
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-4,Biomass as carbon per unit volume,1.31441353597597,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-50-141-FC-5-180A-4-4
IYS2022-Franklin-5-50-141-FC-5-180A,IYS2022-Franklin-5-50-141-FC-5-180A-4,NA,OraNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200006/,NA,NA,NA,IYS2022-Franklin-5-50-141-FC-5-180A-4-5
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-1,Abundance of cells per milliliter,13631.0973945409,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-50-141-FC-5-180B-1-1
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-1,Particulate Organic Carbon per cell,199.20125,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-50-141-FC-5-180B-1-2
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-1,Biomass as carbon per unit volume,2.7153316398643,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-50-141-FC-5-180B-1-3
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-1,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-50-141-FC-5-180B-1-4
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-1,NA,OraPicoProk,http://vocab.nerc.ac.uk/collection/F02/current/F0200003/,NA,NA,NA,IYS2022-Franklin-5-50-141-FC-5-180B-1-5
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-2,Abundance of cells per milliliter,6103.80893300248,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-50-141-FC-5-180B-2-1
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-2,Particulate Organic Carbon per cell,1289.74125,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-50-141-FC-5-180B-2-2
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-2,Biomass as carbon per unit volume,7.87233416301179,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-50-141-FC-5-180B-2-3
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-2,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-50-141-FC-5-180B-2-4
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-2,NA,RedPico,http://vocab.nerc.ac.uk/collection/F02/current/F0200004/,NA,NA,NA,IYS2022-Franklin-5-50-141-FC-5-180B-2-5
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-3,Abundance of cells per milliliter,305.190446650124,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-50-141-FC-5-180B-3-1
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-3,Particulate Organic Carbon per cell,18509.12,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-50-141-FC-5-180B-3-2
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-3,Biomass as carbon per unit volume,5.64880659990074,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-50-141-FC-5-180B-3-3
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-3,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-50-141-FC-5-180B-3-4
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-3,NA,RedRedNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200005/,NA,NA,NA,IYS2022-Franklin-5-50-141-FC-5-180B-3-5
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-4,Abundance of cells per milliliter,28.9596774193548,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-50-141-FC-5-180B-4-1
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-4,Particulate Organic Carbon per cell,32748.1025,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-50-141-FC-5-180B-4-2
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-4,Biomass as carbon per unit volume,NA,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-50-141-FC-5-180B-4-3
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-4,Biomass as carbon per unit volume,0.948374484495968,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-50-141-FC-5-180B-4-4
IYS2022-Franklin-5-50-141-FC-5-180B,IYS2022-Franklin-5-50-141-FC-5-180B-4,NA,OraNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200006/,NA,NA,NA,IYS2022-Franklin-5-50-141-FC-5-180B-4-5
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-1,Abundance of cells per milliliter,20784.6,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-49-141-FC-5-200A-1-1
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-1,Particulate Organic Carbon per cell,217.79,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-49-141-FC-5-200A-1-2
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-1,Biomass as carbon per unit volume,4.526678034,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-49-141-FC-5-200A-1-3
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-1,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-49-141-FC-5-200A-1-4
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-1,NA,OraPicoProk,http://vocab.nerc.ac.uk/collection/F02/current/F0200003/,NA,NA,NA,IYS2022-Franklin-5-49-141-FC-5-200A-1-5
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-2,Abundance of cells per milliliter,7482.375,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-49-141-FC-5-200A-2-1
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-2,Particulate Organic Carbon per cell,2002.31,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-49-141-FC-5-200A-2-2
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-2,Biomass as carbon per unit volume,14.98203428625,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-49-141-FC-5-200A-2-3
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-2,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-49-141-FC-5-200A-2-4
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-2,NA,RedPico,http://vocab.nerc.ac.uk/collection/F02/current/F0200004/,NA,NA,NA,IYS2022-Franklin-5-49-141-FC-5-200A-2-5
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-3,Abundance of cells per milliliter,437.4,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-49-141-FC-5-200A-3-1
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-3,Particulate Organic Carbon per cell,18032.00875,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-49-141-FC-5-200A-3-2
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-3,Biomass as carbon per unit volume,7.88720062725,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-49-141-FC-5-200A-3-3
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-3,Biomass as carbon per unit volume,NA,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-49-141-FC-5-200A-3-4
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-3,NA,RedRedNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200005/,NA,NA,NA,IYS2022-Franklin-5-49-141-FC-5-200A-3-5
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-4,Abundance of cells per milliliter,20.25,NA,cells per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,http://vocab.nerc.ac.uk/collection/P01/current/PYTTAFTX/,IYS2022-Franklin-5-49-141-FC-5-200A-4-1
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-4,Particulate Organic Carbon per cell,18769.3625,NA,femtogram,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/, ,IYS2022-Franklin-5-49-141-FC-5-200A-4-2
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-4,Biomass as carbon per unit volume,NA,NA,microgram carbon per liter,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/, ,IYS2022-Franklin-5-49-141-FC-5-200A-4-3
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-4,Biomass as carbon per unit volume,0.380079590625,NA,microgram carbon per milliliter,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/, ,IYS2022-Franklin-5-49-141-FC-5-200A-4-4
IYS2022-Franklin-5-49-141-FC-5-200A,IYS2022-Franklin-5-49-141-FC-5-200A-4,NA,OraNano,http://vocab.nerc.ac.uk/collection/F02/current/F0200006/,NA,NA,NA,IYS2022-Franklin-5-49-141-FC-5-200A-4-5
