eventID,eventDate,Year,Month,Day,decimalLatitude,decimalLongitude,maximumDepthInMeters,language,modified,minimumDepthInMeters,license,footprintWKT,geodeticDatum,datasetDOI,bibliographicCitation,institutionCode,institutionID,sampleSizeValue,sampleSizeUnit,samplingProtocol
IYS2022-Shimada-4-27-FC-5,2022-03-04T04:51:00Z,2022,3,4,45.988,-135.0165,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -135.0165   45.988 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Shimada-4-27-FC-25,2022-03-04T04:51:00Z,2022,3,4,45.988,-135.0165,25,en,2023-03-08,25,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -135.0165   45.988 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Shimada-4-27-FC-50,2022-03-04T04:51:00Z,2022,3,4,45.988,-135.0165,50,en,2023-03-08,50,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -135.0165   45.988 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Shimada-4-28-FC-5,2022-03-04T18:08:00Z,2022,3,4,44.9955,-135.0098,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -135.0098   44.9955 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Shimada-4-28-FC-25,2022-03-04T18:08:00Z,2022,3,4,44.9955,-135.0098,25,en,2023-03-08,25,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -135.0098   44.9955 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Shimada-4-28-FC-50,2022-03-04T18:08:00Z,2022,3,4,44.9955,-135.0098,50,en,2023-03-08,50,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -135.0098   44.9955 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-47-138-FC-5,2022-02-22T19:08:24Z,2022,2,22,50.0234,-135.00015,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -135.00015   50.0234 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-47-138-FC-5,2022-02-22T19:08:24Z,2022,2,22,50.0234,-135.00015,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -135.00015   50.0234 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-48-138-FC-5,2022-02-23T04:07:30Z,2022,2,23,49.0478,-134.997783,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -134.997783   49.0478 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-48-138-FC-5,2022-02-23T04:07:30Z,2022,2,23,49.0478,-134.997783,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -134.997783   49.0478 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-49-138-FC-5,2022-02-23T14:05:26Z,2022,2,23,48.045516,-135.003766,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -135.003766   48.045516 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-49-138-FC-5,2022-02-23T14:05:26Z,2022,2,23,48.045516,-135.003766,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -135.003766   48.045516 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-50-138-FC-5,2022-02-23T22:39:39Z,2022,2,23,47.055133,-134.990916,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -134.990916   47.055133 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-50-138-FC-5,2022-02-23T22:39:39Z,2022,2,23,47.055133,-134.990916,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -134.990916   47.055133 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-50-141-FC-5,2022-02-24T13:46:41Z,2022,2,24,46.935666,-137.97255,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -137.97255   46.935666 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-50-141-FC-5,2022-02-24T13:46:41Z,2022,2,24,46.935666,-137.97255,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -137.97255   46.935666 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-49-141-FC-5,2022-02-24T22:26:28Z,2022,2,24,47.93685,-137.992766,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -137.992766   47.93685 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-49-141-FC-5,2022-02-24T22:26:28Z,2022,2,24,47.93685,-137.992766,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -137.992766   47.93685 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-50-135-FC-5,2022-02-26T16:27:32Z,2022,2,26,48.923766,-137.995533,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -137.995533   48.923766 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-50-135-FC-5,2022-02-26T16:27:32Z,2022,2,26,48.923766,-137.995533,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -137.995533   48.923766 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-48-141-FC-5,2022-02-27T01:44:27Z,2022,2,27,49.993033,-137.9328,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -137.9328   49.993033 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-48-141-FC-5,2022-02-27T01:44:27Z,2022,2,27,49.993033,-137.9328,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -137.9328   49.993033 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-46-144-FC-5,2022-02-27T17:15:47Z,2022,2,27,50.089666,-141.014483,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -141.014483   50.089666 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-46-144-FC-5,2022-02-27T17:15:47Z,2022,2,27,50.089666,-141.014483,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -141.014483   50.089666 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-47-144-FC-5,2022-02-28T01:52:22Z,2022,2,28,49.078266,-141.016116,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -141.016116   49.078266 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-47-144-FC-5,2022-02-28T01:52:22Z,2022,2,28,49.078266,-141.016116,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -141.016116   49.078266 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-48-144-FC-5,2022-02-28T16:25:34Z,2022,2,28,48.092,-140.965433,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -140.965433   48.092 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-48-144-FC-5,2022-02-28T16:25:34Z,2022,2,28,48.092,-140.965433,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -140.965433   48.092 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-49-144-FC-5,2022-03-01T17:13:25Z,2022,3,1,46.088933,-144.010783,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -144.010783   46.088933 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-49-144-FC-5,2022-03-01T17:13:25Z,2022,3,1,46.088933,-144.010783,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -144.010783   46.088933 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-51-141-FC-5,2022-03-02T03:26:28Z,2022,3,2,46.942683,-144.023183,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -144.023183   46.942683 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-51-141-FC-5,2022-03-02T03:26:28Z,2022,3,2,46.942683,-144.023183,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -144.023183   46.942683 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-52-141-FC-5,2022-03-02T16:28:35Z,2022,3,2,47.909,-143.988566,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -143.988566   47.909 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-52-141-FC-5,2022-03-02T16:28:35Z,2022,3,2,47.909,-143.988566,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -143.988566   47.909 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-53-141-FC-5,2022-03-03T00:29:48Z,2022,3,3,48.931566,-143.9892,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -143.9892   48.931566 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-53-141-FC-5,2022-03-03T00:29:48Z,2022,3,3,48.931566,-143.9892,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -143.9892   48.931566 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-53-138-FC-5,2022-03-04T05:12:45Z,2022,3,4,50.984616,-141.13065,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -141.13065   50.984616 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-53-138-FC-5,2022-03-04T05:12:45Z,2022,3,4,50.984616,-141.13065,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -141.13065   50.984616 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-52-138-FC-5,2022-03-04T16:28:05Z,2022,3,4,51.892783,-141.010783,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -141.010783   51.892783 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-52-138-FC-5,2022-03-04T16:28:05Z,2022,3,4,51.892783,-141.010783,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -141.010783   51.892783 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
