eventID,eventDate,Year,Month,Day,decimalLatitude,decimalLongitude,maximumDepthInMeters,language,modified,minimumDepthInMeters,license,footprintWKT,geodeticDatum,datasetDOI,bibliographicCitation,institutionCode,institutionID,sampleSizeValue,sampleSizeUnit,samplingProtocol
IYS2022-Franklin-5-49-135-FC-5,2022-03-05T01:30:37Z,2022,3,5,52.924833,-140.971983,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -140.971983   52.924833 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-49-135-FC-5,2022-03-05T01:30:37Z,2022,3,5,52.924833,-140.971983,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -140.971983   52.924833 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-52-135-FC-5,2022-03-05T16:14:36Z,2022,3,5,52.984466,-138.107,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -138.107   52.984466 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-52-135-FC-5,2022-03-05T16:14:36Z,2022,3,5,52.984466,-138.107,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -138.107   52.984466 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-51-135-FC-5,2022-03-06T02:40:55Z,2022,3,6,51.953966,-138.05255,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -138.05255   51.953966 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-51-135-FC-5,2022-03-06T02:40:55Z,2022,3,6,51.953966,-138.05255,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -138.05255   51.953966 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-53-135-FC-5,2022-03-06T16:12:44Z,2022,3,6,51.95455,-135.07935,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -135.07935   51.95455 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-53-135-FC-5,2022-03-06T16:12:44Z,2022,3,6,51.95455,-135.07935,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -135.07935   51.95455 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-55-138-FC-5,2022-03-07T02:39:08Z,2022,3,7,50.954916,-135.096466,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -135.096466   50.954916 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-55-138-FC-5,2022-03-07T02:39:08Z,2022,3,7,50.954916,-135.096466,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -135.096466   50.954916 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-54-138-FC-5,2022-03-10T07:32:12Z,2022,3,10,52.965466,-134.87695,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -134.87695   52.965466 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-54-138-FC-5,2022-03-10T07:32:12Z,2022,3,10,52.965466,-134.87695,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -134.87695   52.965466 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-54-141-FC-5,2022-03-11T00:17:48Z,2022,3,11,54.929666,-137.937516,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -137.937516   54.929666 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-54-141-FC-5,2022-03-11T00:17:48Z,2022,3,11,54.929666,-137.937516,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -137.937516   54.929666 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-55-141-FC-5,2022-03-11T10:30:13Z,2022,3,11,53.945733,-138.101433,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -138.101433   53.945733 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-55-141-FC-5,2022-03-11T10:30:13Z,2022,3,11,53.945733,-138.101433,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -138.101433   53.945733 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-56-141-FC-5,2022-03-12T00:04:11Z,2022,3,12,53.9676,-141.0792,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -141.0792   53.9676 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-56-141-FC-5,2022-03-12T00:04:11Z,2022,3,12,53.9676,-141.0792,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -141.0792   53.9676 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-57-141-FC-5,2022-03-12T16:20:42Z,2022,3,12,54.939816,-140.99665,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -140.99665   54.939816 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-57-141-FC-5,2022-03-12T16:20:42Z,2022,3,12,54.939816,-140.99665,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -140.99665   54.939816 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-48-135-FC-5,2022-03-13T03:10:11Z,2022,3,13,55.941116,-140.914583,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -140.914583   55.941116 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-48-135-FC-5,2022-03-13T03:10:11Z,2022,3,13,55.941116,-140.914583,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -140.914583   55.941116 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-57-144-FC-5,2022-03-13T13:59:39Z,2022,3,13,56.935733,-140.930783,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -140.930783   56.935733 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-57-144-FC-5,2022-03-13T13:59:39Z,2022,3,13,56.935733,-140.930783,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -140.930783   56.935733 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-56-144-FC-5,2022-03-14T17:17:43Z,2022,3,14,57.008466,-143.837716,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -143.837716   57.008466 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-56-144-FC-5,2022-03-14T17:17:43Z,2022,3,14,57.008466,-143.837716,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -143.837716   57.008466 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-55-144-FC-5,2022-03-15T04:42:36Z,2022,3,15,55.975133,-144.01485,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -144.01485   55.975133 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-55-144-FC-5,2022-03-15T04:42:36Z,2022,3,15,55.975133,-144.01485,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -144.01485   55.975133 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-54-144-FC-5,2022-03-15T11:52:14Z,2022,3,15,55.043683,-144.07645,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -144.07645   55.043683 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-54-144-FC-5,2022-03-15T11:52:14Z,2022,3,15,55.043683,-144.07645,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -144.07645   55.043683 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-53-144-FC-5,2022-03-15T23:26:12Z,2022,3,15,53.930433,-143.986233,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -143.986233   53.930433 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-53-144-FC-5,2022-03-15T23:26:12Z,2022,3,15,53.930433,-143.986233,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -143.986233   53.930433 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-51-132-FC-5,2022-03-16T14:34:14Z,2022,3,16,52.93205,-144.040566,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -144.040566   52.93205 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-51-132-FC-5,2022-03-16T14:34:14Z,2022,3,16,52.93205,-144.040566,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -144.040566   52.93205 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-47-135-FC-5,2022-03-19T16:50:20Z,2022,3,19,50.950383,-132.11135,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -132.11135   50.950383 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
IYS2022-Franklin-5-47-135-FC-5,2022-03-19T16:50:20Z,2022,3,19,50.950383,-132.11135,5,en,2023-03-08,5,https://creativecommons.org/licenses/by/4.0/legalcode,POINT  ( -132.11135   50.950383 ),WGS84,https://doi.org/10.21966/j26w-by50,"Eisner, L. B., & Lomas, M. W. (2022). Flow Cytometry data from the R/V TINRO, NOAA Bell M. Shimada and CCGS Sir John Franklin during the 2022 International Year of the Salmon Pan-Pacific Winter High Seas Expedition [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/j26w-by50",NOAA,https://edmo.seadatanet.org/report/3588,0.5,millilitres,https://doi.org/10.1016/j.dsr2.2012.02.011
